Date,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA
2024-11-22,352.55999755859375,361.5299987792969,337.70001220703125,341.0899963378906,89140700
2024-11-25,338.5899963378906,361.92999267578125,338.20001220703125,360.1400146484375,95890900
2024-11-26,338.2300109863281,346.9599914550781,335.6600036621094,341.0,62295900
2024-11-27,332.8900146484375,342.54998779296875,326.5899963378906,341.79998779296875,57896400
2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600
2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500
2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200
2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900
2024-12-05,369.489990234375,375.42999267578125,359.5,359.8699951171875,81403600
2024-12-06,389.2200012207031,389.489990234375,370.79998779296875,377.4200134277344,81455800
2024-12-09,389.7900085449219,404.79998779296875,378.010009765625,397.6099853515625,96359200
2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.67999267578125,97563600
2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.70001220703125,104287600
2024-12-12,418.1000061035156,429.29998779296875,415.0,424.8399963378906,87752200
2024-12-13,436.2300109863281,436.29998779296875,415.7099914550781,420.0,89000200
2024-12-16,463.0199890136719,463.19000244140625,436.1499938964844,441.0899963378906,114083800
2024-12-17,479.8599853515625,483.989990234375,457.510009765625,475.8999938964844,131223000
2024-12-18,440.1300048828125,488.5400085449219,427.010009765625,466.5,149340800
2024-12-19,436.1700134277344,456.3599853515625,420.0199890136719,451.8800048828125,118566100
2024-12-20,421.05999755859375,447.0799865722656,417.6400146484375,425.510009765625,132216200
2024-12-23,430.6000061035156,434.510009765625,415.4100036621094,431.0,72698100
2024-12-24,462.2799987792969,462.7799987792969,435.1400146484375,435.8999938964844,59551800
2024-12-26,454.1300048828125,465.3299865722656,451.0199890136719,465.1600036621094,76366400
2024-12-27,431.6600036621094,450.0,426.5,449.5199890136719,82666800
2024-12-30,417.4100036621094,427.0,415.75,419.3999938964844,64941000
2024-12-31,403.8399963378906,427.92999267578125,402.5400085449219,423.7900085449219,76825100
2025-01-02,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700
2025-01-03,410.44000244140625,411.8800048828125,379.45001220703125,381.4800109863281,95423300
2025-01-06,411.04998779296875,426.42999267578125,401.70001220703125,423.20001220703125,85516500
2025-01-07,394.3599853515625,414.3299865722656,390.0,405.8299865722656,75699500
2025-01-08,394.94000244140625,402.5,387.3999938964844,392.95001220703125,73038800
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300
2025-01-13,403.30999755859375,403.7900085449219,380.07000732421875,383.2099914550781,67580500
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000
2025-01-15,428.2200012207031,429.79998779296875,405.6600036621094,409.8999938964844,81375500
2025-01-16,413.82000732421875,424.0,409.1300048828125,423.489990234375,68335200
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400
2025-01-21,424.07000732421875,433.20001220703125,406.30999755859375,432.6400146484375,87320900
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300
2025-01-23,412.3800048828125,420.7300109863281,408.95001220703125,416.05999755859375,50690600
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.45001220703125,56427100
2025-01-27,397.1499938964844,406.69000244140625,389.0,394.79998779296875,58125500
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83568200
2025-02-03,383.67999267578125,389.1700134277344,374.3599853515625,386.67999267578125,93732100
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300
2025-02-06,374.32000732421875,375.3999938964844,363.17999267578125,373.0299987792969,77918200
2025-02-07,361.6199951171875,380.54998779296875,360.3399963378906,370.19000244140625,70298300
